,datetime,avg_price
0,2019-12-27,157.5
1,2019-12-28,160.0
2,2019-12-29,160.0
3,2019-12-30,160.0
4,2019-12-31,160.0
5,2020-01-01,165.0
6,2020-01-02,165.0
7,2020-01-03,160.0
8,2020-01-04,160.0
9,2020-01-05,163.5
10,2020-01-06,162.5
11,2020-01-07,155.0
12,2020-01-08,162.5
13,2020-01-09,165.0
14,2020-01-10,162.5
15,2020-01-11,163.0
16,2020-01-12,165.0
17,2020-01-13,167.5
18,2020-01-14,169.0
19,2020-01-15,165.0
20,2020-01-16,167.0
21,2020-01-17,167.5
22,2020-01-18,162.5
23,2020-01-19,166.5
24,2020-01-20,165.0
25,2020-01-21,167.5
26,2020-01-22,161.0
27,2020-01-23,167.5
28,2020-01-24,165.0
29,2020-01-25,165.0
30,2020-01-26,162.5
31,2020-01-27,167.5
32,2020-01-28,167.5
33,2020-01-29,168.5
34,2020-01-30,170.0
35,2020-01-31,167.0
36,2020-02-01,170.0
37,2020-02-02,168.5
38,2020-02-03,175.0
39,2020-02-04,170.0
40,2020-02-05,170.0
41,2020-02-06,175.0
42,2020-02-07,172.5
43,2020-02-08,178.5
44,2020-02-09,172.5
45,2020-02-10,180.0
46,2020-02-11,179.5
47,2020-02-12,181.0
48,2020-02-13,181.5
49,2020-02-14,178.5
50,2020-02-15,175.0
51,2020-02-16,172.5
52,2020-02-17,172.5
53,2020-02-18,177.5
54,2020-02-19,177.0
55,2020-02-20,174.5
56,2020-02-21,180.0
57,2020-02-22,180.0
58,2020-02-23,183.0
59,2020-02-24,180.0
60,2020-02-25,180.0
61,2020-02-26,177.5
62,2020-02-27,180.0
63,2020-02-28,175.0
64,2020-02-29,179.0
65,2020-03-01,180.0
66,2020-03-02,179.5
67,2020-03-03,186.5
68,2020-03-04,185.0
69,2020-03-05,189.5
70,2020-03-06,182.5
71,2020-03-07,185.0
72,2020-03-08,185.0
73,2020-03-09,192.5
74,2020-03-10,190.0
75,2020-03-11,192.5
76,2020-03-12,197.0
77,2020-03-13,190.0
78,2020-03-14,190.0
79,2020-03-15,192.5
80,2020-03-16,194.5
81,2020-03-17,197.5
82,2020-03-18,197.0
83,2020-03-19,192.5
84,2020-03-20,192.5
85,2020-03-21,190.0
86,2020-03-22,190.0
87,2020-03-23,190.0
88,2020-03-24,194.0
