,last_seen,user,status_data,platinum,order_type
3,2020-03-18,Goblin_au,ingame,318.0,sell
9,2020-03-18,Gucci..,ingame,200.0,sell
10,2020-03-18,Snaky138,ingame,295.0,sell
20,2020-03-18,FunJester,ingame,150.0,sell
21,2020-03-18,DevilDriverSS,ingame,150.0,sell
25,2020-03-18,S0NGA,ingame,300.0,sell
37,2020-03-18,xX_DbK_Xx,online,350.0,sell
40,2020-03-18,ladon1357,ingame,600.0,sell
47,2020-03-18,VEZ1Rtr,online,250.0,sell
49,2020-03-18,Mieze208,ingame,150.0,sell
72,2020-03-18,pr0.man,online,270.0,sell
83,2020-03-18,-iMastermind-,online,350.0,sell
85,2020-03-18,-Bv-Zilem,ingame,300.0,sell
88,2020-03-18,ReciproBurst,online,200.0,sell
89,2020-03-17,--G--Atlante002,ingame,298.0,sell
100,2020-03-18,Firster8,ingame,300.0,sell
102,2020-03-18,Roman_Voitashevskiy,ingame,400.0,sell
103,2020-03-18,fgiveme,ingame,250.0,sell
105,2020-03-18,TFGooD,ingame,200.0,sell
112,2020-03-18,PSvsXBOX,ingame,200.0,sell
117,2020-03-18,tafelpoot21,ingame,145.0,sell
124,2020-03-18,Bog-Morfey,ingame,170.0,sell
126,2020-03-18,--Prime01Jok3r--,ingame,250.0,sell
127,2020-03-18,MarJuk,online,140.0,sell
140,2020-03-18,chongqingbaojiantang,ingame,179.0,sell
161,2020-03-18,Nimmpwqnmlgb,ingame,165.0,sell
186,2020-03-18,pickledbrain,online,150.0,sell
187,2020-03-18,FrostyDemise,ingame,210.0,sell
198,2020-03-18,Yeon-Rak,ingame,180.0,sell
201,2020-03-18,SombraDeLuna,ingame,149.0,sell
209,2020-03-18,MightyMaMa,ingame,250.0,sell
215,2020-03-18,.DF.Anubis.,ingame,200.0,sell
220,2020-03-18,SixLord,online,250.0,sell
248,2020-03-18,sugarshape3,online,200.0,sell
256,2020-03-18,-STR-kocalparslan97,ingame,170.0,sell
280,2020-03-18,Vizored,ingame,150.0,sell
291,2020-03-18,IR4_IR4,ingame,179.0,sell
302,2020-03-18,balkon_OFFEN_,ingame,180.0,sell
316,2020-03-18,BornToQuill,online,150.0,sell
319,2020-03-18,--Q--Xorent,ingame,150.0,sell
328,2020-03-18,Renataus,ingame,200.0,sell
373,2020-03-18,Trialscales,ingame,250.0,sell
375,2020-03-18,Imperlus,online,200.0,sell
378,2020-03-18,Mazver,ingame,199.0,sell
389,2020-03-18,DaySleeper_,online,200.0,sell
391,2020-03-18,AliasArc,ingame,150.0,sell
413,2020-03-18,Uzuch1aPr1m3,ingame,165.0,sell
415,2020-03-18,Dukecpr,ingame,180.0,sell
434,2020-03-18,Denislam80001,ingame,160.0,sell
441,2020-03-18,kevin196t,ingame,200.0,sell
450,2020-03-18,Florian0507,ingame,150.0,sell
454,2020-03-18,Libertad68,ingame,150.0,sell
456,2020-03-18,Thunder4Ever,ingame,230.0,sell
469,2020-03-18,1996tang,ingame,160.0,sell
479,2020-03-18,Hafemannus,ingame,300.0,sell
518,2020-03-18,MrFangTFO,online,199.0,sell
537,2020-03-18,Ferrocene_,ingame,200.0,sell
540,2020-03-18,-STR-MegumiN,ingame,150.0,sell
570,2020-03-18,Lahne,ingame,300.0,sell
577,2020-03-18,Papstschlumpf,ingame,160.0,sell
579,2020-03-18,kakuruya,ingame,180.0,sell
598,2020-03-18,HeavenlyDemiser,online,150.0,sell
603,2020-03-18,HG_Prime,ingame,150.0,sell
610,2020-03-18,abyssarium,ingame,150.0,sell
647,2020-03-18,LITtle-Dra,ingame,170.0,sell
649,2020-03-18,ThrillingWrath,ingame,200.0,sell
656,2020-03-18,23_flash_23,ingame,220.0,sell
664,2020-03-18,Merrcenary,ingame,155.0,sell
691,2020-03-18,-Zenetix-,ingame,150.0,sell
692,2020-03-18,JamesBongOK,online,146.0,sell
695,2020-03-18,TodoTec,ingame,300.0,sell
714,2020-03-18,darkriefah,ingame,160.0,sell
723,2020-03-18,Serinn.MkII,ingame,160.0,sell
738,2020-03-18,Skifcha001,ingame,159.0,sell
775,2020-03-18,_dreal,ingame,189.0,sell
783,2020-03-18,Anyanyone,ingame,150.0,sell
801,2020-03-18,realbawavasu,ingame,200.0,sell
804,2020-03-18,eminem49,online,145.0,sell
810,2020-03-18,Chinafirst520,ingame,155.0,sell
811,2020-03-18,Rengoku_Kyoujurou,ingame,160.0,sell
813,2020-03-18,Visi-saticron,ingame,150.0,sell
821,2020-03-18,SkyDZ.DST,ingame,200.0,sell
823,2020-03-18,nyssasyratov,ingame,140.0,sell
837,2020-03-18,-AI-Nicacio,online,350.0,sell
838,2020-03-18,Haang-Haang,ingame,140.0,sell
840,2020-03-18,Filter6,ingame,148.0,sell
841,2020-03-18,marcosvfds,ingame,150.0,sell
856,2020-03-18,Pip.,ingame,150.0,sell
869,2020-03-18,justinliu1942,ingame,139.0,sell
871,2020-03-18,Albert_zhao,ingame,145.0,sell
873,2020-03-18,Vsegybitel_l,ingame,150.0,sell
892,2020-03-18,Fright_Nights,ingame,148.0,sell
894,2020-03-18,killertheraj,ingame,300.0,sell
928,2020-03-18,Goldenrice,ingame,200.0,sell
947,2020-03-18,UnderState_,ingame,150.0,sell
949,2020-03-18,Blacure,ingame,200.0,sell
964,2020-03-18,RoyalGentleman,ingame,150.0,sell
966,2020-03-18,Wisp.VE,ingame,145.0,sell
973,2020-03-18,DUEyj,ingame,145.0,sell
980,2020-03-18,Msr.l,ingame,250.0,sell
