,last_seen,user,status_data,platinum,order_type
7,2020-03-18,S0NGA,ingame,300.0,sell
9,2020-03-18,Snaky138,ingame,195.0,sell
26,2020-03-18,Pancino,ingame,200.0,sell
35,2020-03-18,------sepulchrave------,online,100.0,sell
42,2020-03-18,WinterMach,online,180.0,sell
50,2020-03-18,alla0222,ingame,168.0,sell
51,2020-03-18,lazynikolas,online,200.0,sell
52,2020-03-18,ladon1357,ingame,300.0,sell
53,2020-03-18,ErrorFileSystem,ingame,170.0,sell
63,2020-03-18,ZeaGate,ingame,100.0,sell
85,2020-03-18,Sultqn,ingame,180.0,sell
98,2020-03-18,pr0.man,online,220.0,sell
100,2020-03-18,Gucci..,ingame,280.0,sell
106,2020-03-18,--G--Atlante002,ingame,183.0,sell
118,2020-03-18,ZacKyXtr3m,online,180.0,sell
120,2020-03-18,Samu820,ingame,150.0,sell
132,2020-03-18,HeavenlyDemiser,online,150.0,sell
133,2020-03-18,.thoughts,ingame,180.0,sell
149,2020-03-18,-WAR-EzioSenpai,ingame,165.0,sell
168,2020-03-18,SombraDeLuna,ingame,149.0,sell
195,2020-03-18,lyilan,ingame,100.0,sell
228,2020-03-18,Xitori,ingame,105.0,sell
236,2020-03-18,bucblizzard,ingame,150.0,sell
237,2020-03-18,ShadowOfWar2,ingame,300.0,sell
247,2020-03-18,Desudark,ingame,110.0,sell
258,2020-03-18,Merrcenary,ingame,105.0,sell
262,2020-03-18,Ruubminer,online,150.0,sell
274,2020-03-18,Beaujolai,ingame,150.0,sell
278,2020-03-18,Hafemannus,ingame,300.0,sell
301,2020-03-18,Fluffy_Bunny123,ingame,125.0,sell
306,2020-03-18,Defos.74rus,ingame,100.0,sell
314,2020-03-18,roooooom,ingame,110.0,sell
327,2020-03-18,-L-A-CrazyKampf,ingame,90.0,sell
332,2020-03-18,ValTho91,ingame,80.0,sell
338,2020-03-18,IUVi,online,90.0,sell
339,2020-03-18,BornToQuill,online,110.0,sell
343,2020-03-18,LikeCLAY,ingame,100.0,sell
349,2020-03-18,Bog-Morfey,ingame,150.0,sell
350,2020-03-18,toadstoolicious,ingame,100.0,sell
355,2020-03-18,CustOm.,ingame,119.0,sell
359,2020-03-18,D-aXe,ingame,160.0,sell
374,2020-03-18,biggestpeepeeman,ingame,100.0,sell
378,2020-03-18,YAM4,ingame,100.0,sell
388,2020-03-18,Spiderbot,ingame,100.0,sell
395,2020-03-18,kakuruya,ingame,100.0,sell
396,2020-03-18,Dargadon,ingame,99.0,sell
402,2020-03-18,AHHuruJI9ITop,online,100.0,sell
409,2020-03-18,IcyTenno,ingame,115.0,sell
417,2020-03-18,NightFlame23,ingame,70.0,sell
439,2020-03-18,Lionheart555,ingame,200.0,sell
449,2020-03-18,Kissshot_31st,ingame,85.0,sell
479,2020-03-18,MicroSpirit,ingame,100.0,sell
487,2020-03-18,ThrillingWrath,ingame,150.0,sell
493,2020-03-18,Diroyall,ingame,100.0,sell
527,2020-03-18,Roksan5,ingame,90.0,sell
528,2020-03-18,Lisiralei,ingame,95.0,sell
541,2020-03-18,orgyilkos29,ingame,120.0,sell
544,2020-03-18,jurna,ingame,100.0,sell
574,2020-03-18,Palaiminta,ingame,89.0,sell
596,2020-03-18,DarkAplha,ingame,100.0,sell
602,2020-03-18,AronNyanCat,ingame,90.0,sell
625,2020-03-18,Nyaaaammmm,ingame,85.0,sell
628,2020-03-18,UnderState_,ingame,180.0,sell
637,2020-03-18,Kaway35,online,90.0,sell
644,2020-03-18,DarkSuXing,ingame,100.0,sell
647,2020-03-18,LaRoche_rus,online,100.0,sell
651,2020-03-18,IR4_IR4,ingame,199.0,sell
655,2020-03-18,Msr.l,ingame,100.0,sell
670,2020-03-18,KowalGaming,online,65.0,sell
673,2020-03-18,Toy_Wo,ingame,120.0,sell
675,2020-03-18,gabamat,ingame,85.0,sell
687,2020-03-18,GERMANgladiator,ingame,100.0,sell
692,2020-03-18,-AuraKing-,ingame,89.0,sell
693,2020-03-18,sad2001,ingame,85.0,sell
694,2020-03-18,LUDIMHAT,ingame,88.0,sell
4,2020-03-20,R.I.P_Prime,ingame,150.0,sell
15,2020-03-20,WarZombr,ingame,200.0,sell
75,2020-03-20,Kylo.,ingame,268.0,sell
87,2020-03-20,Mc_Health,ingame,140.0,sell
95,2020-03-20,ThiagoZoldyck,ingame,200.0,sell
101,2020-03-20,Blank_Sol,ingame,180.0,sell
152,2020-03-20,alphenlai,ingame,90.0,sell
180,2020-03-20,NekoNaz,ingame,99.0,sell
181,2020-03-20,lukejjk,ingame,105.0,sell
200,2020-03-20,L3BIK,ingame,100.0,sell
204,2020-03-20,PeZorD,ingame,150.0,sell
207,2020-03-20,DrunkenStupor,ingame,100.0,sell
262,2020-03-20,Mauriac,ingame,100.0,sell
297,2020-03-20,DrinkTee,ingame,150.0,sell
298,2020-03-20,Poyraz33,ingame,120.0,sell
323,2020-03-20,1120Jason,ingame,100.0,sell
334,2020-03-20,BeauNidle,ingame,120.0,sell
397,2020-03-20,mifistofel12,ingame,130.0,sell
407,2020-03-20,F316pheonix,ingame,79.0,sell
422,2020-03-20,marcel.cooli.420,ingame,120.0,sell
454,2020-03-20,Farveling,ingame,200.0,sell
456,2020-03-20,GRbIZzLi,ingame,100.0,sell
493,2020-03-20,xkalibur220,ingame,79.0,sell
498,2020-03-20,jackyi022,ingame,100.0,sell
534,2020-03-20,Leo_Pride,ingame,300.0,sell
561,2020-03-20,xaboo,ingame,99.0,sell
583,2020-03-20,DslksNeon,ingame,95.0,sell
584,2020-03-20,zelibobadred,ingame,90.0,sell
597,2020-03-20,Vertimmss,ingame,94.0,sell
598,2020-03-20,Undead_Booty,ingame,115.0,sell
607,2020-03-20,Pirlouit13,online,96.0,sell
628,2020-03-20,Hiyoshinobu,ingame,90.0,sell
643,2020-03-20,Chelovek_sinyak,online,100.0,sell
668,2020-03-20,FyeDluna,online,100.0,sell
670,2020-03-20,kunshouQWQ,ingame,90.0,sell
672,2020-03-20,Dejavu009,ingame,100.0,sell
678,2020-03-20,RevolutionZed,ingame,100.0,sell
684,2020-03-20,Erotlcmaeaincho,ingame,120.0,sell
685,2020-03-20,Ed_War,ingame,80.0,sell
696,2020-03-20,50ShapesOfPotato,ingame,85.0,sell
697,2020-03-20,frankonob,ingame,150.0,sell
707,2020-03-20,FlorianCvl,ingame,90.0,sell
708,2020-03-20,Takiiiiiii,ingame,90.0,sell
714,2020-03-20,Silver_Star8,ingame,80.0,sell
715,2020-03-20,calciferjr,ingame,90.0,sell
