,datetime,avg_price
0,2019-12-27,105.0
1,2019-12-28,107.5
2,2019-12-29,110.0
3,2019-12-30,110.0
4,2019-12-31,107.0
5,2020-01-01,110.0
6,2020-01-02,112.5
7,2020-01-03,107.5
8,2020-01-04,105.0
9,2020-01-05,99.5
10,2020-01-06,105.0
11,2020-01-07,102.5
12,2020-01-08,102.5
13,2020-01-09,110.0
14,2020-01-10,108.0
15,2020-01-11,105.0
16,2020-01-12,102.5
17,2020-01-13,103.5
18,2020-01-14,98.0
19,2020-01-15,100.0
20,2020-01-16,100.5
21,2020-01-17,99.5
22,2020-01-18,117.5
23,2020-01-19,100.0
24,2020-01-20,99.5
25,2020-01-21,99.5
26,2020-01-22,100.0
27,2020-01-23,99.0
28,2020-01-24,99.0
29,2020-01-25,98.5
30,2020-01-26,100.0
31,2020-01-27,97.5
32,2020-01-28,99.0
33,2020-01-29,92.5
34,2020-01-30,95.0
35,2020-01-31,89.5
36,2020-02-01,92.5
37,2020-02-02,90.5
38,2020-02-03,92.5
39,2020-02-04,92.5
40,2020-02-05,98.5
41,2020-02-06,102.0
42,2020-02-07,107.5
43,2020-02-08,105.0
44,2020-02-09,110.0
45,2020-02-10,115.0
46,2020-02-11,125.0
47,2020-02-12,120.0
48,2020-02-13,121.5
49,2020-02-14,116.5
50,2020-02-15,114.0
51,2020-02-16,109.0
52,2020-02-17,112.5
53,2020-02-18,108.0
54,2020-02-19,116.5
55,2020-02-20,112.0
56,2020-02-21,112.5
57,2020-02-22,115.5
58,2020-02-23,115.0
59,2020-02-24,118.0
60,2020-02-25,115.0
61,2020-02-26,119.0
62,2020-02-27,119.0
63,2020-02-28,110.5
64,2020-02-29,115.0
65,2020-03-01,114.5
66,2020-03-02,116.5
67,2020-03-03,112.5
68,2020-03-04,115.0
69,2020-03-05,122.0
70,2020-03-06,120.0
71,2020-03-07,117.5
72,2020-03-08,119.5
73,2020-03-09,128.0
74,2020-03-10,132.5
75,2020-03-11,135.0
76,2020-03-12,139.0
77,2020-03-13,137.0
78,2020-03-14,135.0
79,2020-03-15,145.0
80,2020-03-16,133.0
81,2020-03-17,137.5
82,2020-03-18,135.0
83,2020-03-19,139.5
84,2020-03-20,147.0
85,2020-03-21,140.0
86,2020-03-22,140.0
87,2020-03-23,139.5
88,2020-03-24,130.0
