,datetime,avg_price
0,2019-12-27,90.5
1,2019-12-28,97.0
2,2019-12-29,95.0
3,2019-12-30,90.5
4,2019-12-31,95.0
5,2020-01-01,99.0
6,2020-01-02,99.0
7,2020-01-03,98.5
8,2020-01-04,96.5
9,2020-01-05,97.0
10,2020-01-06,99.5
11,2020-01-07,97.5
12,2020-01-08,99.0
13,2020-01-09,100.0
14,2020-01-10,100.0
15,2020-01-11,98.5
16,2020-01-12,95.0
17,2020-01-13,99.0
18,2020-01-14,98.5
19,2020-01-15,100.0
20,2020-01-16,100.0
21,2020-01-17,100.0
22,2020-01-18,100.0
23,2020-01-19,100.0
24,2020-01-20,101.0
25,2020-01-21,106.5
26,2020-01-22,100.0
27,2020-01-23,104.5
28,2020-01-24,107.5
29,2020-01-25,100.0
30,2020-01-26,100.0
31,2020-01-27,107.5
32,2020-01-28,100.0
33,2020-01-29,102.5
34,2020-01-30,105.0
35,2020-01-31,106.5
36,2020-02-01,109.5
37,2020-02-02,107.0
38,2020-02-03,111.5
39,2020-02-04,110.0
40,2020-02-05,105.0
41,2020-02-06,106.5
42,2020-02-07,109.5
43,2020-02-08,112.0
44,2020-02-09,108.5
45,2020-02-10,115.0
46,2020-02-11,117.0
47,2020-02-12,117.5
48,2020-02-13,117.0
49,2020-02-14,112.0
50,2020-02-15,102.0
51,2020-02-16,107.5
52,2020-02-17,113.5
53,2020-02-18,119.0
54,2020-02-19,115.0
55,2020-02-20,115.0
56,2020-02-21,120.5
57,2020-02-22,112.5
58,2020-02-23,109.0
59,2020-02-24,117.5
60,2020-02-25,120.0
61,2020-02-26,117.0
62,2020-02-27,119.5
63,2020-02-28,120.0
64,2020-02-29,120.5
65,2020-03-01,120.0
66,2020-03-02,120.0
67,2020-03-03,115.0
68,2020-03-04,122.5
69,2020-03-05,117.5
70,2020-03-06,120.0
71,2020-03-07,117.5
72,2020-03-08,120.0
73,2020-03-09,120.0
74,2020-03-10,127.0
75,2020-03-11,122.5
76,2020-03-12,125.0
77,2020-03-13,127.0
78,2020-03-14,120.0
79,2020-03-15,120.0
80,2020-03-16,122.5
81,2020-03-17,119.5
82,2020-03-18,127.5
83,2020-03-19,125.5
84,2020-03-20,122.0
85,2020-03-21,122.5
86,2020-03-22,120.0
87,2020-03-23,125.0
88,2020-03-24,128.0
