,datetime,avg_price
0,2019-12-27,79.5
1,2019-12-28,79.5
2,2019-12-29,85.0
3,2019-12-30,87.0
4,2019-12-31,87.0
5,2020-01-01,88.5
6,2020-01-02,87.0
7,2020-01-03,90.0
8,2020-01-04,87.0
9,2020-01-05,87.5
10,2020-01-06,89.5
11,2020-01-07,89.0
12,2020-01-08,88.0
13,2020-01-09,90.0
14,2020-01-10,90.0
15,2020-01-11,90.0
16,2020-01-12,90.0
17,2020-01-13,96.0
18,2020-01-14,90.0
19,2020-01-15,94.5
20,2020-01-16,92.5
21,2020-01-17,91.0
22,2020-01-18,96.5
23,2020-01-19,95.0
24,2020-01-20,92.0
25,2020-01-21,95.0
26,2020-01-22,99.5
27,2020-01-23,98.5
28,2020-01-24,97.5
29,2020-01-25,95.0
30,2020-01-26,94.0
31,2020-01-27,99.0
32,2020-01-28,100.0
33,2020-01-29,97.0
34,2020-01-30,100.0
35,2020-01-31,99.0
36,2020-02-01,97.5
37,2020-02-02,98.5
38,2020-02-03,99.0
39,2020-02-04,100.0
40,2020-02-05,97.0
41,2020-02-06,97.5
42,2020-02-07,97.0
43,2020-02-08,92.5
44,2020-02-09,90.0
45,2020-02-10,97.0
46,2020-02-11,99.5
47,2020-02-12,100.0
48,2020-02-13,95.0
49,2020-02-14,95.0
50,2020-02-15,87.0
51,2020-02-16,87.5
52,2020-02-17,90.0
53,2020-02-18,90.0
54,2020-02-19,90.0
55,2020-02-20,90.0
56,2020-02-21,94.5
57,2020-02-22,97.0
58,2020-02-23,94.5
59,2020-02-24,92.5
60,2020-02-25,100.0
61,2020-02-26,100.0
62,2020-02-27,96.0
63,2020-02-28,97.0
64,2020-02-29,97.0
65,2020-03-01,92.5
66,2020-03-02,95.0
67,2020-03-03,99.5
68,2020-03-04,92.5
69,2020-03-05,99.0
70,2020-03-06,96.5
71,2020-03-07,99.5
72,2020-03-08,95.0
73,2020-03-09,93.0
74,2020-03-10,95.5
75,2020-03-11,93.0
76,2020-03-12,94.5
77,2020-03-13,94.5
78,2020-03-14,95.5
79,2020-03-15,97.5
80,2020-03-16,92.5
81,2020-03-17,97.5
82,2020-03-18,92.5
83,2020-03-19,95.0
84,2020-03-20,96.5
85,2020-03-21,92.5
86,2020-03-22,94.5
87,2020-03-23,92.0
88,2020-03-24,92.5
